	File accession_x	File format_x	File type_x	Output type_x	Experiment accession_x	Assay_x	Biosample term id_x	Biosample term name	Biosample type_x	Biosample organism	Library made from_x	Experiment date released_x	Project_x	Biological replicate(s)_x	Derived from_x	Size_x	Lab_x	md5sum_x	File download URL_x	Assembly_x	File Status_x	s3_uri_x	File accession_y	File format_y	File type_y	Output type_y	Experiment accession_y	Assay_y	Biosample term id_y	Biosample type_y	Experiment target_y	Library made from_y	Experiment date released_y	Project_y	Biological replicate(s)_y	Mapped read length_y	Derived from_y	Size_y	Lab_y	md5sum_y	File download URL_y	Assembly_y	File Status_y	s3_uri_y
5801	ENCFF427DFD	bam	bam	alignments	ENCSR000EOO	DNase-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens	DNA	2011-05-04	ENCODE	1	ENCFF826DHO, ENCFF839TSS	47273837490	ENCODE Processing Pipeline	962034d918d66d123e942f2a4e3afeb9	https://www.encodeproject.org/files/ENCFF427DFD/@@download/ENCFF427DFD.bam	hg19	released	s3://encode-public/2017/12/10/8f4fe9b3-a37e-4c98-abf9-b90e0ec2e5d2/ENCFF427DFD.bam	ENCFF273XJE	bam	bam	alignments	ENCSR000ANF	ChIP-seq	CL:0000515	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	2	36.0	ENCFF000BLJ, ENCFF807MUK	492090287	ENCODE Processing Pipeline	6a4c447494d7419de8b61493d2a84bf6	https://www.encodeproject.org/files/ENCFF273XJE/@@download/ENCFF273XJE.bam	hg19	released	s3://encode-public/2017/04/04/5a549104-046c-4e30-a621-9be41f634867/ENCFF273XJE.bam
5817	ENCFF192DFJ	bam	bam	alignments	ENCSR000EOO	DNase-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens	DNA	2011-05-04	ENCODE	2	ENCFF197SHK	1633998975	ENCODE Processing Pipeline	674b81c053e6c5de70849c43735ced6f	https://www.encodeproject.org/files/ENCFF192DFJ/@@download/ENCFF192DFJ.bam	hg19	released	s3://encode-public/2017/12/10/d6a9b0c5-6849-409e-8809-ad186c04e144/ENCFF192DFJ.bam	ENCFF850HGQ	bam	bam	alignments	ENCSR000ANF	ChIP-seq	CL:0000515	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	1	36.0	ENCFF000BLI, ENCFF807MUK	285001579	ENCODE Processing Pipeline	0ed7588aa343fe57d22904e8198ffd94	https://www.encodeproject.org/files/ENCFF850HGQ/@@download/ENCFF850HGQ.bam	hg19	released	s3://encode-public/2017/04/04/e3ce7788-57be-4929-a5a6-47c607ff92e7/ENCFF850HGQ.bam
5819	ENCFF192DFJ	bam	bam	alignments	ENCSR000EOO	DNase-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens	DNA	2011-05-04	ENCODE	2	ENCFF197SHK	1633998975	ENCODE Processing Pipeline	674b81c053e6c5de70849c43735ced6f	https://www.encodeproject.org/files/ENCFF192DFJ/@@download/ENCFF192DFJ.bam	hg19	released	s3://encode-public/2017/12/10/d6a9b0c5-6849-409e-8809-ad186c04e144/ENCFF192DFJ.bam	ENCFF273XJE	bam	bam	alignments	ENCSR000ANF	ChIP-seq	CL:0000515	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	2	36.0	ENCFF000BLJ, ENCFF807MUK	492090287	ENCODE Processing Pipeline	6a4c447494d7419de8b61493d2a84bf6	https://www.encodeproject.org/files/ENCFF273XJE/@@download/ENCFF273XJE.bam	hg19	released	s3://encode-public/2017/04/04/5a549104-046c-4e30-a621-9be41f634867/ENCFF273XJE.bam
6026	ENCFF150TMB	bam	bam	alignments	ENCSR000ENJ	DNase-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens	DNA	2010-12-16	ENCODE	1	ENCFF055XGK	9922649381	ENCODE Processing Pipeline	f0b291e5e936ef95fa6838cc6aab950d	https://www.encodeproject.org/files/ENCFF150TMB/@@download/ENCFF150TMB.bam	hg19	released	s3://encode-public/2018/05/07/b0148d54-ac4b-4895-8687-b3cabd939a02/ENCFF150TMB.bam	ENCFF046PRU	bam	bam	alignments	ENCSR000NPF	ChIP-seq	CL:0000746	in vitro differentiated cells	H3K27ac-human	DNA	2016-11-12	ENCODE	2	76.0	ENCFF299TZK, ENCFF340KQN, ENCFF366LCI, ENCFF402UQN, ENCFF478OZK, ENCFF577YKS, ENCFF807MUK	2883322267	ENCODE Processing Pipeline	c5bbd830569ad4107c61762749db1c0b	https://www.encodeproject.org/files/ENCFF046PRU/@@download/ENCFF046PRU.bam	hg19	released	s3://encode-public/2016/11/04/a8e9ff55-7acf-40a5-a12d-3199956502bd/ENCFF046PRU.bam
6028	ENCFF150TMB	bam	bam	alignments	ENCSR000ENJ	DNase-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens	DNA	2010-12-16	ENCODE	1	ENCFF055XGK	9922649381	ENCODE Processing Pipeline	f0b291e5e936ef95fa6838cc6aab950d	https://www.encodeproject.org/files/ENCFF150TMB/@@download/ENCFF150TMB.bam	hg19	released	s3://encode-public/2018/05/07/b0148d54-ac4b-4895-8687-b3cabd939a02/ENCFF150TMB.bam	ENCFF328PWM	bam	bam	alignments	ENCSR000NPF	ChIP-seq	CL:0000746	in vitro differentiated cells	H3K27ac-human	DNA	2016-11-12	ENCODE	1	76.0	ENCFF143SXY, ENCFF232TCS, ENCFF236ZHP, ENCFF766VGS, ENCFF807MUK	1916550173	ENCODE Processing Pipeline	91677fef334bdddf96b9191211d563c7	https://www.encodeproject.org/files/ENCFF328PWM/@@download/ENCFF328PWM.bam	hg19	released	s3://encode-public/2016/11/16/345c820d-996b-4acd-9efa-c9d9c48eb25b/ENCFF328PWM.bam
6030	ENCFF148CSB	bam	bam	alignments	ENCSR000ENJ	DNase-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens	DNA	2010-12-16	ENCODE	2	ENCFF813CWE	1353661873	ENCODE Processing Pipeline	3754e9553c31ffb3f820cdc1b97f83b6	https://www.encodeproject.org/files/ENCFF148CSB/@@download/ENCFF148CSB.bam	hg19	released	s3://encode-public/2018/05/07/33f14e0a-ba78-4c12-971c-07af24db34c2/ENCFF148CSB.bam	ENCFF046PRU	bam	bam	alignments	ENCSR000NPF	ChIP-seq	CL:0000746	in vitro differentiated cells	H3K27ac-human	DNA	2016-11-12	ENCODE	2	76.0	ENCFF299TZK, ENCFF340KQN, ENCFF366LCI, ENCFF402UQN, ENCFF478OZK, ENCFF577YKS, ENCFF807MUK	2883322267	ENCODE Processing Pipeline	c5bbd830569ad4107c61762749db1c0b	https://www.encodeproject.org/files/ENCFF046PRU/@@download/ENCFF046PRU.bam	hg19	released	s3://encode-public/2016/11/04/a8e9ff55-7acf-40a5-a12d-3199956502bd/ENCFF046PRU.bam
6032	ENCFF148CSB	bam	bam	alignments	ENCSR000ENJ	DNase-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens	DNA	2010-12-16	ENCODE	2	ENCFF813CWE	1353661873	ENCODE Processing Pipeline	3754e9553c31ffb3f820cdc1b97f83b6	https://www.encodeproject.org/files/ENCFF148CSB/@@download/ENCFF148CSB.bam	hg19	released	s3://encode-public/2018/05/07/33f14e0a-ba78-4c12-971c-07af24db34c2/ENCFF148CSB.bam	ENCFF328PWM	bam	bam	alignments	ENCSR000NPF	ChIP-seq	CL:0000746	in vitro differentiated cells	H3K27ac-human	DNA	2016-11-12	ENCODE	1	76.0	ENCFF143SXY, ENCFF232TCS, ENCFF236ZHP, ENCFF766VGS, ENCFF807MUK	1916550173	ENCODE Processing Pipeline	91677fef334bdddf96b9191211d563c7	https://www.encodeproject.org/files/ENCFF328PWM/@@download/ENCFF328PWM.bam	hg19	released	s3://encode-public/2016/11/16/345c820d-996b-4acd-9efa-c9d9c48eb25b/ENCFF328PWM.bam
6084	ENCFF603EHL	bam	bam	alignments	ENCSR000ENV	DNase-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens	DNA	2010-12-16	ENCODE	1	ENCFF171WKG	1939036304	ENCODE Processing Pipeline	1d3d113290c58e2776c9e44c5574ff95	https://www.encodeproject.org/files/ENCFF603EHL/@@download/ENCFF603EHL.bam	hg19	released	s3://encode-public/2017/09/06/c92dcb8f-402a-4a63-aa12-334db4b2386e/ENCFF603EHL.bam	ENCFF807VEH	bam	bam	alignments	ENCSR000ALW	ChIP-seq	CL:0002327	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	2	36.0	ENCFF000BIM, ENCFF807MUK	348753883	ENCODE Processing Pipeline	90a15012ec403ef9b7c8463e2d818dde	https://www.encodeproject.org/files/ENCFF807VEH/@@download/ENCFF807VEH.bam	hg19	released	s3://encode-public/2017/04/06/ae92e593-d61a-4cb7-a6ef-6bdce14188cf/ENCFF807VEH.bam
6086	ENCFF603EHL	bam	bam	alignments	ENCSR000ENV	DNase-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens	DNA	2010-12-16	ENCODE	1	ENCFF171WKG	1939036304	ENCODE Processing Pipeline	1d3d113290c58e2776c9e44c5574ff95	https://www.encodeproject.org/files/ENCFF603EHL/@@download/ENCFF603EHL.bam	hg19	released	s3://encode-public/2017/09/06/c92dcb8f-402a-4a63-aa12-334db4b2386e/ENCFF603EHL.bam	ENCFF674SDM	bam	bam	alignments	ENCSR000ALW	ChIP-seq	CL:0002327	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	1	36.0	ENCFF000BIL, ENCFF807MUK	394994910	ENCODE Processing Pipeline	5baa44228a2b600a4330d912ddeaaa98	https://www.encodeproject.org/files/ENCFF674SDM/@@download/ENCFF674SDM.bam	hg19	released	s3://encode-public/2017/04/06/1649c01c-0a37-4c04-aeb4-0d086e41ff38/ENCFF674SDM.bam
6090	ENCFF833RVB	bam	bam	alignments	ENCSR000ENV	DNase-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens	DNA	2010-12-16	ENCODE	2	ENCFF543VDH	1584229948	ENCODE Processing Pipeline	3ed96fc3263f924ff3ff7b8815c3c6c2	https://www.encodeproject.org/files/ENCFF833RVB/@@download/ENCFF833RVB.bam	hg19	released	s3://encode-public/2017/09/06/9deca93e-258f-4662-bdaf-db76bb1a863c/ENCFF833RVB.bam	ENCFF807VEH	bam	bam	alignments	ENCSR000ALW	ChIP-seq	CL:0002327	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	2	36.0	ENCFF000BIM, ENCFF807MUK	348753883	ENCODE Processing Pipeline	90a15012ec403ef9b7c8463e2d818dde	https://www.encodeproject.org/files/ENCFF807VEH/@@download/ENCFF807VEH.bam	hg19	released	s3://encode-public/2017/04/06/ae92e593-d61a-4cb7-a6ef-6bdce14188cf/ENCFF807VEH.bam
6092	ENCFF833RVB	bam	bam	alignments	ENCSR000ENV	DNase-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens	DNA	2010-12-16	ENCODE	2	ENCFF543VDH	1584229948	ENCODE Processing Pipeline	3ed96fc3263f924ff3ff7b8815c3c6c2	https://www.encodeproject.org/files/ENCFF833RVB/@@download/ENCFF833RVB.bam	hg19	released	s3://encode-public/2017/09/06/9deca93e-258f-4662-bdaf-db76bb1a863c/ENCFF833RVB.bam	ENCFF674SDM	bam	bam	alignments	ENCSR000ALW	ChIP-seq	CL:0002327	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	1	36.0	ENCFF000BIL, ENCFF807MUK	394994910	ENCODE Processing Pipeline	5baa44228a2b600a4330d912ddeaaa98	https://www.encodeproject.org/files/ENCFF674SDM/@@download/ENCFF674SDM.bam	hg19	released	s3://encode-public/2017/04/06/1649c01c-0a37-4c04-aeb4-0d086e41ff38/ENCFF674SDM.bam
6126	ENCFF440KYQ	bam	bam	alignments	ENCSR000EPY	DNase-seq	EFO:0002860	SK-N-MC	cell line	Homo sapiens	DNA	2011-05-04	ENCODE	1	ENCFF808UBJ	1273584633	ENCODE Processing Pipeline	70bb72c0af1c77abc975f1dc8cef60a4	https://www.encodeproject.org/files/ENCFF440KYQ/@@download/ENCFF440KYQ.bam	hg19	released	s3://encode-public/2017/09/05/45ca1e43-f8dd-4608-9b7e-7e9cde820574/ENCFF440KYQ.bam	ENCFF814JSE	bam	bam	alignments	ENCSR835MMN	ChIP-seq	EFO:0002860	cell line	H3K27ac-human	DNA	2016-11-18	ENCODE	1	36.0	ENCFF066HPX, ENCFF807MUK	1530623777	ENCODE Processing Pipeline	a98959ed3163b363b4049f88a4725738	https://www.encodeproject.org/files/ENCFF814JSE/@@download/ENCFF814JSE.bam	hg19	released	s3://encode-public/2016/11/09/a353c24b-c513-4ea2-b9ec-4c031673a20b/ENCFF814JSE.bam
6128	ENCFF440KYQ	bam	bam	alignments	ENCSR000EPY	DNase-seq	EFO:0002860	SK-N-MC	cell line	Homo sapiens	DNA	2011-05-04	ENCODE	1	ENCFF808UBJ	1273584633	ENCODE Processing Pipeline	70bb72c0af1c77abc975f1dc8cef60a4	https://www.encodeproject.org/files/ENCFF440KYQ/@@download/ENCFF440KYQ.bam	hg19	released	s3://encode-public/2017/09/05/45ca1e43-f8dd-4608-9b7e-7e9cde820574/ENCFF440KYQ.bam	ENCFF818VJD	bam	bam	alignments	ENCSR835MMN	ChIP-seq	EFO:0002860	cell line	H3K27ac-human	DNA	2016-11-18	ENCODE	2	36.0	ENCFF807MUK, ENCFF936KFD	983522042	ENCODE Processing Pipeline	407f63225fa95d011bbfdd2b9f2806cc	https://www.encodeproject.org/files/ENCFF818VJD/@@download/ENCFF818VJD.bam	hg19	released	s3://encode-public/2016/11/14/be86a38d-ac38-41ae-b4de-3aa56a872b9e/ENCFF818VJD.bam
6130	ENCFF580OVY	bam	bam	alignments	ENCSR000EPY	DNase-seq	EFO:0002860	SK-N-MC	cell line	Homo sapiens	DNA	2011-05-04	ENCODE	2	ENCFF339YAS	1365420602	ENCODE Processing Pipeline	56fdd42865fbb67a6a33bc80101b9733	https://www.encodeproject.org/files/ENCFF580OVY/@@download/ENCFF580OVY.bam	hg19	released	s3://encode-public/2017/09/05/ea45e220-e992-4632-960d-06f654b9ea89/ENCFF580OVY.bam	ENCFF814JSE	bam	bam	alignments	ENCSR835MMN	ChIP-seq	EFO:0002860	cell line	H3K27ac-human	DNA	2016-11-18	ENCODE	1	36.0	ENCFF066HPX, ENCFF807MUK	1530623777	ENCODE Processing Pipeline	a98959ed3163b363b4049f88a4725738	https://www.encodeproject.org/files/ENCFF814JSE/@@download/ENCFF814JSE.bam	hg19	released	s3://encode-public/2016/11/09/a353c24b-c513-4ea2-b9ec-4c031673a20b/ENCFF814JSE.bam
6132	ENCFF580OVY	bam	bam	alignments	ENCSR000EPY	DNase-seq	EFO:0002860	SK-N-MC	cell line	Homo sapiens	DNA	2011-05-04	ENCODE	2	ENCFF339YAS	1365420602	ENCODE Processing Pipeline	56fdd42865fbb67a6a33bc80101b9733	https://www.encodeproject.org/files/ENCFF580OVY/@@download/ENCFF580OVY.bam	hg19	released	s3://encode-public/2017/09/05/ea45e220-e992-4632-960d-06f654b9ea89/ENCFF580OVY.bam	ENCFF818VJD	bam	bam	alignments	ENCSR835MMN	ChIP-seq	EFO:0002860	cell line	H3K27ac-human	DNA	2016-11-18	ENCODE	2	36.0	ENCFF807MUK, ENCFF936KFD	983522042	ENCODE Processing Pipeline	407f63225fa95d011bbfdd2b9f2806cc	https://www.encodeproject.org/files/ENCFF818VJD/@@download/ENCFF818VJD.bam	hg19	released	s3://encode-public/2016/11/14/be86a38d-ac38-41ae-b4de-3aa56a872b9e/ENCFF818VJD.bam
6140	ENCFF127YSQ	bam	bam	alignments	ENCSR733YNW	DNase-seq	UBERON:0000996	vagina	tissue	Homo sapiens	DNA	2017-11-01	ENCODE	1	ENCFF524VAH	7190448362	ENCODE Processing Pipeline	53a6fbc73755e71e9d3f431e10ab1d9f	https://www.encodeproject.org/files/ENCFF127YSQ/@@download/ENCFF127YSQ.bam	hg19	released	s3://encode-public/2017/09/18/cd04aac0-db02-440d-b495-20a662336e2d/ENCFF127YSQ.bam	ENCFF133BCN	bam	bam	alignments	ENCSR346FVK	ChIP-seq	UBERON:0000996	tissue	H3K27ac-human	DNA	2019-08-09	ENCODE	1	76.0	ENCFF319FBJ, ENCFF334PZB, ENCFF399BJW, ENCFF501VAD, ENCFF807MUK	1615716806	ENCODE Processing Pipeline	97ff65d4b785ead8e0278e81a9119303	https://www.encodeproject.org/files/ENCFF133BCN/@@download/ENCFF133BCN.bam	hg19	released	s3://encode-public/2018/11/27/47ed9695-b83c-4991-b79e-bc16eed908ab/ENCFF133BCN.bam
6141	ENCFF127YSQ	bam	bam	alignments	ENCSR733YNW	DNase-seq	UBERON:0000996	vagina	tissue	Homo sapiens	DNA	2017-11-01	ENCODE	1	ENCFF524VAH	7190448362	ENCODE Processing Pipeline	53a6fbc73755e71e9d3f431e10ab1d9f	https://www.encodeproject.org/files/ENCFF127YSQ/@@download/ENCFF127YSQ.bam	hg19	released	s3://encode-public/2017/09/18/cd04aac0-db02-440d-b495-20a662336e2d/ENCFF127YSQ.bam	ENCFF542EXN	bam	bam	alignments	ENCSR718BTD	ChIP-seq	UBERON:0000996	tissue	H3K27ac-human	DNA	2016-11-10	ENCODE	1	76.0	ENCFF095LCX, ENCFF178BTN, ENCFF807MUK	1651327902	ENCODE Processing Pipeline	21f595bbe9e42a86275a8c8eb25f34da	https://www.encodeproject.org/files/ENCFF542EXN/@@download/ENCFF542EXN.bam	hg19	released	s3://encode-public/2016/10/31/c65f9088-682c-44ed-bdf4-1da48c045c3d/ENCFF542EXN.bam
6142	ENCFF127YSQ	bam	bam	alignments	ENCSR733YNW	DNase-seq	UBERON:0000996	vagina	tissue	Homo sapiens	DNA	2017-11-01	ENCODE	1	ENCFF524VAH	7190448362	ENCODE Processing Pipeline	53a6fbc73755e71e9d3f431e10ab1d9f	https://www.encodeproject.org/files/ENCFF127YSQ/@@download/ENCFF127YSQ.bam	hg19	released	s3://encode-public/2017/09/18/cd04aac0-db02-440d-b495-20a662336e2d/ENCFF127YSQ.bam	ENCFF834JHG	bam	bam	alignments	ENCSR718BTD	ChIP-seq	UBERON:0000996	tissue	H3K27ac-human	DNA	2016-11-10	ENCODE	2	76.0	ENCFF340HVH, ENCFF618JJH, ENCFF807MUK	568696260	ENCODE Processing Pipeline	98b1811293fc35b69c6f4cca9eaafac5	https://www.encodeproject.org/files/ENCFF834JHG/@@download/ENCFF834JHG.bam	hg19	released	s3://encode-public/2016/10/31/07416b2d-7608-4b0d-a264-4dad0f1e6689/ENCFF834JHG.bam
6152	ENCFF243NYB	bam	bam	alignments	ENCSR437AYW	DNase-seq	UBERON:0000996	vagina	tissue	Homo sapiens	DNA	2017-10-01	ENCODE	1	ENCFF446TOY	8481823005	ENCODE Processing Pipeline	b7c2ddad5038120d49c125a106547fbc	https://www.encodeproject.org/files/ENCFF243NYB/@@download/ENCFF243NYB.bam	hg19	released	s3://encode-public/2017/09/19/3db35157-5efd-4e51-b57b-8c6f3154eff5/ENCFF243NYB.bam	ENCFF133BCN	bam	bam	alignments	ENCSR346FVK	ChIP-seq	UBERON:0000996	tissue	H3K27ac-human	DNA	2019-08-09	ENCODE	1	76.0	ENCFF319FBJ, ENCFF334PZB, ENCFF399BJW, ENCFF501VAD, ENCFF807MUK	1615716806	ENCODE Processing Pipeline	97ff65d4b785ead8e0278e81a9119303	https://www.encodeproject.org/files/ENCFF133BCN/@@download/ENCFF133BCN.bam	hg19	released	s3://encode-public/2018/11/27/47ed9695-b83c-4991-b79e-bc16eed908ab/ENCFF133BCN.bam
6153	ENCFF243NYB	bam	bam	alignments	ENCSR437AYW	DNase-seq	UBERON:0000996	vagina	tissue	Homo sapiens	DNA	2017-10-01	ENCODE	1	ENCFF446TOY	8481823005	ENCODE Processing Pipeline	b7c2ddad5038120d49c125a106547fbc	https://www.encodeproject.org/files/ENCFF243NYB/@@download/ENCFF243NYB.bam	hg19	released	s3://encode-public/2017/09/19/3db35157-5efd-4e51-b57b-8c6f3154eff5/ENCFF243NYB.bam	ENCFF542EXN	bam	bam	alignments	ENCSR718BTD	ChIP-seq	UBERON:0000996	tissue	H3K27ac-human	DNA	2016-11-10	ENCODE	1	76.0	ENCFF095LCX, ENCFF178BTN, ENCFF807MUK	1651327902	ENCODE Processing Pipeline	21f595bbe9e42a86275a8c8eb25f34da	https://www.encodeproject.org/files/ENCFF542EXN/@@download/ENCFF542EXN.bam	hg19	released	s3://encode-public/2016/10/31/c65f9088-682c-44ed-bdf4-1da48c045c3d/ENCFF542EXN.bam
6154	ENCFF243NYB	bam	bam	alignments	ENCSR437AYW	DNase-seq	UBERON:0000996	vagina	tissue	Homo sapiens	DNA	2017-10-01	ENCODE	1	ENCFF446TOY	8481823005	ENCODE Processing Pipeline	b7c2ddad5038120d49c125a106547fbc	https://www.encodeproject.org/files/ENCFF243NYB/@@download/ENCFF243NYB.bam	hg19	released	s3://encode-public/2017/09/19/3db35157-5efd-4e51-b57b-8c6f3154eff5/ENCFF243NYB.bam	ENCFF834JHG	bam	bam	alignments	ENCSR718BTD	ChIP-seq	UBERON:0000996	tissue	H3K27ac-human	DNA	2016-11-10	ENCODE	2	76.0	ENCFF340HVH, ENCFF618JJH, ENCFF807MUK	568696260	ENCODE Processing Pipeline	98b1811293fc35b69c6f4cca9eaafac5	https://www.encodeproject.org/files/ENCFF834JHG/@@download/ENCFF834JHG.bam	hg19	released	s3://encode-public/2016/10/31/07416b2d-7608-4b0d-a264-4dad0f1e6689/ENCFF834JHG.bam
6170	ENCFF052FAL	bam	bam	alignments	ENCSR383SNM	DNase-seq	EFO:0007096	iPS DF 19.11	cell line	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF793HZT	10206671414	ENCODE Processing Pipeline	f1e90466262cb18c40fa8f0e305430fc	https://www.encodeproject.org/files/ENCFF052FAL/@@download/ENCFF052FAL.bam	hg19	released	s3://encode-public/2017/09/19/401564ae-33d9-42fb-90c2-fd59c630d311/ENCFF052FAL.bam	ENCFF637QJT	bam	bam	alignments	ENCSR505OPZ	ChIP-seq	EFO:0007096	cell line	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF093XFY, ENCFF539GZC, ENCFF807MUK	3073751394	ENCODE Processing Pipeline	209b02591a1ab8c72434cf1a0c3f2891	https://www.encodeproject.org/files/ENCFF637QJT/@@download/ENCFF637QJT.bam	hg19	released	s3://encode-public/2016/12/19/05a21d70-0512-4de3-ac26-09a8f6b3e318/ENCFF637QJT.bam
6171	ENCFF052FAL	bam	bam	alignments	ENCSR383SNM	DNase-seq	EFO:0007096	iPS DF 19.11	cell line	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF793HZT	10206671414	ENCODE Processing Pipeline	f1e90466262cb18c40fa8f0e305430fc	https://www.encodeproject.org/files/ENCFF052FAL/@@download/ENCFF052FAL.bam	hg19	released	s3://encode-public/2017/09/19/401564ae-33d9-42fb-90c2-fd59c630d311/ENCFF052FAL.bam	ENCFF849KFW	bam	bam	alignments	ENCSR505OPZ	ChIP-seq	EFO:0007096	cell line	H3K27ac-human	DNA	2013-07-31	Roadmap	2	36.0	ENCFF504WFG, ENCFF807MUK	2977687267	ENCODE Processing Pipeline	70c7cc7d3cab58acd152ede55d5ad7ca	https://www.encodeproject.org/files/ENCFF849KFW/@@download/ENCFF849KFW.bam	hg19	released	s3://encode-public/2016/12/19/5ad0b2a7-5230-4d57-816b-80a4c29efe4a/ENCFF849KFW.bam
6207	ENCFF312WPD	bam	bam	alignments	ENCSR000EPR	DNase-seq	CL:0002553	fibroblast of lung	primary cell	Homo sapiens	DNA	2010-12-16	ENCODE	1	ENCFF493ENJ	13512523802	ENCODE Processing Pipeline	3aedfdcb1948f33b812f311c36739e3a	https://www.encodeproject.org/files/ENCFF312WPD/@@download/ENCFF312WPD.bam	hg19	released	s3://encode-public/2018/05/07/07f56888-9423-4d56-b1e4-3dbc5c5b8ce7/ENCFF312WPD.bam	ENCFF377BNX	bam	bam	alignments	ENCSR000AMR	ChIP-seq	CL:0002553	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	2	36.0	ENCFF000CRS, ENCFF807MUK	348207907	ENCODE Processing Pipeline	860b273a4d7c2a5dfe520d66e394f9c8	https://www.encodeproject.org/files/ENCFF377BNX/@@download/ENCFF377BNX.bam	hg19	released	s3://encode-public/2017/10/26/d129216f-bdce-45a1-92b3-18d3107b0e37/ENCFF377BNX.bam
6208	ENCFF312WPD	bam	bam	alignments	ENCSR000EPR	DNase-seq	CL:0002553	fibroblast of lung	primary cell	Homo sapiens	DNA	2010-12-16	ENCODE	1	ENCFF493ENJ	13512523802	ENCODE Processing Pipeline	3aedfdcb1948f33b812f311c36739e3a	https://www.encodeproject.org/files/ENCFF312WPD/@@download/ENCFF312WPD.bam	hg19	released	s3://encode-public/2018/05/07/07f56888-9423-4d56-b1e4-3dbc5c5b8ce7/ENCFF312WPD.bam	ENCFF066AQB	bam	bam	alignments	ENCSR000AMR	ChIP-seq	CL:0002553	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	1	36.0	ENCFF000CRV, ENCFF807MUK	261858946	ENCODE Processing Pipeline	f3660a76a8ffa2913649af4ec88371cb	https://www.encodeproject.org/files/ENCFF066AQB/@@download/ENCFF066AQB.bam	hg19	released	s3://encode-public/2017/10/26/52cc87bc-3085-4563-8160-ad4a93dff3c2/ENCFF066AQB.bam
6213	ENCFF937ITN	bam	bam	alignments	ENCSR000EPR	DNase-seq	CL:0002553	fibroblast of lung	primary cell	Homo sapiens	DNA	2010-12-16	ENCODE	2	ENCFF319BBD	1413436411	ENCODE Processing Pipeline	3961823b186f2a0ae625d0ab7f6e9c30	https://www.encodeproject.org/files/ENCFF937ITN/@@download/ENCFF937ITN.bam	hg19	released	s3://encode-public/2018/05/07/3a065fba-6bdf-408d-be86-00679672bcdb/ENCFF937ITN.bam	ENCFF377BNX	bam	bam	alignments	ENCSR000AMR	ChIP-seq	CL:0002553	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	2	36.0	ENCFF000CRS, ENCFF807MUK	348207907	ENCODE Processing Pipeline	860b273a4d7c2a5dfe520d66e394f9c8	https://www.encodeproject.org/files/ENCFF377BNX/@@download/ENCFF377BNX.bam	hg19	released	s3://encode-public/2017/10/26/d129216f-bdce-45a1-92b3-18d3107b0e37/ENCFF377BNX.bam
6214	ENCFF937ITN	bam	bam	alignments	ENCSR000EPR	DNase-seq	CL:0002553	fibroblast of lung	primary cell	Homo sapiens	DNA	2010-12-16	ENCODE	2	ENCFF319BBD	1413436411	ENCODE Processing Pipeline	3961823b186f2a0ae625d0ab7f6e9c30	https://www.encodeproject.org/files/ENCFF937ITN/@@download/ENCFF937ITN.bam	hg19	released	s3://encode-public/2018/05/07/3a065fba-6bdf-408d-be86-00679672bcdb/ENCFF937ITN.bam	ENCFF066AQB	bam	bam	alignments	ENCSR000AMR	ChIP-seq	CL:0002553	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	1	36.0	ENCFF000CRV, ENCFF807MUK	261858946	ENCODE Processing Pipeline	f3660a76a8ffa2913649af4ec88371cb	https://www.encodeproject.org/files/ENCFF066AQB/@@download/ENCFF066AQB.bam	hg19	released	s3://encode-public/2017/10/26/52cc87bc-3085-4563-8160-ad4a93dff3c2/ENCFF066AQB.bam
