Assay_Accessibility	Assay_H3K27ac	Assembly	Audit ERROR_Accessibility	Audit ERROR_H3K27ac	Audit INTERNAL_ACTION_Accessibility	Audit INTERNAL_ACTION_H3K27ac	Audit NOT_COMPLIANT_Accessibility	Audit NOT_COMPLIANT_H3K27ac	Audit WARNING_Accessibility	Audit WARNING_H3K27ac	Biological replicate(s)_Accessibility	Biological replicate(s)_H3K27ac	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Biosample genetic modifications methods	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications targets	Biosample genetic modifications zygosity_Accessibility	Biosample genetic modifications zygosity_H3K27ac	Biosample organism	Biosample term id_Accessibility	Biosample term id_H3K27ac	Biosample term name	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample type_Accessibility	Biosample type_H3K27ac	Controlled by_Accessibility	Controlled by_H3K27ac	Derived from_Accessibility	Derived from_H3K27ac	Experiment accession_Accessibility	Experiment accession_H3K27ac	Experiment date released_Accessibility	Experiment date released_H3K27ac	Experiment target_Accessibility	Experiment target_H3K27ac	File Status_Accessibility	File Status_H3K27ac	File accession_Accessibility	File accession_H3K27ac	File assembly_Accessibility	File assembly_H3K27ac	File download URL_Accessibility	File download URL_H3K27ac	File format	File format type_Accessibility	File format type_H3K27ac	File type	Genome annotation	Lab_Accessibility	Lab_H3K27ac	Library crosslinking method_Accessibility	Library crosslinking method_H3K27ac	Library depleted in_Accessibility	Library depleted in_H3K27ac	Library extraction method_Accessibility	Library extraction method_H3K27ac	Library fragmentation method_Accessibility	Library fragmentation method_H3K27ac	Library lysis method_Accessibility	Library lysis method_H3K27ac	Library made from_Accessibility	Library made from_H3K27ac	Library size range_Accessibility	Library size range_H3K27ac	Library strand specific_Accessibility	Library strand specific_H3K27ac	Mapped read length_Accessibility	Mapped read length_H3K27ac	Output type	Paired end_Accessibility	Paired end_H3K27ac	Paired with_Accessibility	Paired with_H3K27ac	Platform_Accessibility	Platform_H3K27ac	Project_Accessibility	Project_H3K27ac	RBNS protein concentration_Accessibility	RBNS protein concentration_H3K27ac	Read length_Accessibility	Read length_H3K27ac	Run type_Accessibility	Run type_H3K27ac	Size_Accessibility	Size_H3K27ac	Technical replicate_Accessibility	Technical replicate_H3K27ac	dbxrefs_Accessibility	dbxrefs_H3K27ac	md5sum_Accessibility	md5sum_H3K27ac	s3_uri_Accessibility	s3_uri_H3K27ac
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002618	CL:0002618	endothelial cell of umbilical vein	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF000STF, ENCFF549HLL	ENCFF000BSI, ENCFF807MUK	ENCSR000EKF	ENCSR000ALB	2011-04-19	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/10/05/718ba1e1-c812-48b6-88cd-d932bda9c1aa/ENCFF442LTW.bam	s3://encode-public/2017/04/04/c28558a2-0b05-4112-89f5-ce313a84e2de/ENCFF958LRM.bam	ENCFF442LTW	ENCFF958LRM	hg19	hg19	https://www.encodeproject.org/files/ENCFF442LTW/@@download/ENCFF442LTW.bam	https://www.encodeproject.org/files/ENCFF958LRM/@@download/ENCFF958LRM.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	20.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	691572659	1136617716	0.0	0.0	0.0	0.0	fe537b08787a49686f3a051c05394e53	ecd3031f4bd2359d71b37218f87224f0	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002618	CL:0002618	endothelial cell of umbilical vein	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF001DOL, ENCFF549HLL	ENCFF000BSI, ENCFF807MUK	ENCSR000EOQ	ENCSR000ALB	2011-05-04	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2018/05/07/228531f9-28bf-467a-a80c-192d96de3a07/ENCFF848DIM.bam	s3://encode-public/2017/04/04/c28558a2-0b05-4112-89f5-ce313a84e2de/ENCFF958LRM.bam	ENCFF848DIM	ENCFF958LRM	hg19	hg19	https://www.encodeproject.org/files/ENCFF848DIM/@@download/ENCFF848DIM.bam	https://www.encodeproject.org/files/ENCFF958LRM/@@download/ENCFF958LRM.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2125232432	1136617716	0.0	0.0	0.0	0.0	321fc3d816351e49bcf15a20cf826ae9	ecd3031f4bd2359d71b37218f87224f0	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0001157	UBERON:0001157	transverse colon	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF287JVS, ENCFF358PQU, ENCFF425IJY, ENCFF549HLL, ENCFF672IGZ, ENCFF710BTM, ENCFF710PWL	ENCFF355XNV, ENCFF377RRF, ENCFF767RRK, ENCFF792AEJ, ENCFF807MUK	ENCSR760QZM	ENCSR792VLP	2017-10-02	2018-12-14	0.0	H3K27ac-human	s3://encode-public/2017/09/14/60f3b274-3571-4f4c-b8f5-54f8a6626674/ENCFF598AKN.bam	s3://encode-public/2018/11/27/f079066a-7f15-4532-99ea-e6a8be934ee9/ENCFF277LWU.bam	ENCFF598AKN	ENCFF277LWU	hg19	hg19	https://www.encodeproject.org/files/ENCFF598AKN/@@download/ENCFF598AKN.bam	https://www.encodeproject.org/files/ENCFF277LWU/@@download/ENCFF277LWU.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	single-ended	9074783623	1977709204	0.0	0.0	0.0	0.0	5cdd1913be07817c0526fe2269817364	84c6188e836c010ffa688de797314600	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002327	CL:0002327	mammary epithelial cell	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF001DFW, ENCFF549HLL	ENCFF000BIM, ENCFF807MUK	ENCSR000ENV	ENCSR000ALW	2010-12-16	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/09/05/2df80ec2-cf9a-45fe-af46-a876423614c8/ENCFF171WKG.bam	s3://encode-public/2017/04/06/f0d6570d-edd2-4a24-87c1-f448323ebba1/ENCFF722LQX.bam	ENCFF171WKG	ENCFF722LQX	hg19	hg19	https://www.encodeproject.org/files/ENCFF171WKG/@@download/ENCFF171WKG.bam	https://www.encodeproject.org/files/ENCFF722LQX/@@download/ENCFF722LQX.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2729407679	597575353	0.0	0.0	0.0	0.0	411982b38f43fc2779fcbb9a30884820	e8b15938c7c115d7b5ca32442cd02164	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002327	CL:0002327	mammary epithelial cell	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF001DFX, ENCFF549HLL	ENCFF000BIM, ENCFF807MUK	ENCSR000ENV	ENCSR000ALW	2010-12-16	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/09/06/039b7bab-c374-4876-b294-53d3736dd331/ENCFF543VDH.bam	s3://encode-public/2017/04/06/f0d6570d-edd2-4a24-87c1-f448323ebba1/ENCFF722LQX.bam	ENCFF543VDH	ENCFF722LQX	hg19	hg19	https://www.encodeproject.org/files/ENCFF543VDH/@@download/ENCFF543VDH.bam	https://www.encodeproject.org/files/ENCFF722LQX/@@download/ENCFF722LQX.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2085088422	597575353	0.0	0.0	0.0	0.0	bee95f2ce5d8999143fde3253c641a30	e8b15938c7c115d7b5ca32442cd02164	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	NTR:0000711	NTR:0000711	neural progenitor cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	released	released	ENCFF198NDG, ENCFF226OBW, ENCFF549HLL, ENCFF569MQH, ENCFF690YCI, ENCFF795AUA, ENCFF814WXD, ENCFF853IEJ, ENCFF996JWF	ENCFF181EVF, ENCFF785ZLV, ENCFF807MUK, ENCFF860HDF	ENCSR963ALV	ENCSR449AXO	2016-06-14	2016-06-14	0.0	H3K27ac-human	s3://encode-public/2018/02/23/3816d12f-7dee-49ec-8e37-d864b1c001e0/ENCFF983LXZ.bam	s3://encode-public/2016/11/11/b66876c9-a148-431a-bbd8-2d27c326624b/ENCFF520KTX.bam	ENCFF983LXZ	ENCFF520KTX	hg19	hg19	https://www.encodeproject.org/files/ENCFF983LXZ/@@download/ENCFF983LXZ.bam	https://www.encodeproject.org/files/ENCFF520KTX/@@download/ENCFF520KTX.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	single-ended	14126441076	2194404496	0.0	0.0	0.0	0.0	cd46f3626ffea84c7f9a4ea473bb8135	945bbaa364a7f43a66cd8dbf1f5a83b1	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	NTR:0000711	NTR:0000711	neural progenitor cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	released	released	ENCFF219BIC, ENCFF344WBT, ENCFF412NKG, ENCFF484OQF, ENCFF549HLL	ENCFF181EVF, ENCFF785ZLV, ENCFF807MUK, ENCFF860HDF	ENCSR963ALV	ENCSR449AXO	2016-06-14	2016-06-14	0.0	H3K27ac-human	s3://encode-public/2018/02/23/41aacb00-1b7b-4819-88e0-310a9c0c2c77/ENCFF458DNP.bam	s3://encode-public/2016/11/11/b66876c9-a148-431a-bbd8-2d27c326624b/ENCFF520KTX.bam	ENCFF458DNP	ENCFF520KTX	hg19	hg19	https://www.encodeproject.org/files/ENCFF458DNP/@@download/ENCFF458DNP.bam	https://www.encodeproject.org/files/ENCFF520KTX/@@download/ENCFF520KTX.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	single-ended	11357836092	2194404496	0.0	0.0	0.0	0.0	45202be17c4839bcd6caa956641304b6	945bbaa364a7f43a66cd8dbf1f5a83b1	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:1001606	CL:1001606	foreskin keratinocyte	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF457CHS, ENCFF549HLL, ENCFF951RBN	ENCFF097WZJ, ENCFF807MUK, ENCFF995BBI	ENCSR035RVH	ENCSR736ZEG	2013-07-31	2017-10-10	0.0	H3K27ac-human	s3://encode-public/2018/05/07/9e7b5dfb-a517-45fe-bdf8-3e149bcc5f4d/ENCFF131OTQ.bam	s3://encode-public/2017/01/07/8d7c1708-f7ce-417b-a1a3-888402f451e7/ENCFF931ISK.bam	ENCFF131OTQ	ENCFF931ISK	hg19	hg19	https://www.encodeproject.org/files/ENCFF131OTQ/@@download/ENCFF131OTQ.bam	https://www.encodeproject.org/files/ENCFF931ISK/@@download/ENCFF931ISK.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	formaldehyde	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	101.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	GGR	0.0	0.0	0.0	0.0	single-ended	paired-ended	1770461197	3757389335	0.0	0.0	0.0	0.0	1abd54e67ca27d6c2562a48759cf37c2	fa54c6fd8a7f7e5b8171e83c9f0f50ce	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0005719	EFO:0005719	Karpas-422	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF158QNF, ENCFF228UNR, ENCFF530MHI, ENCFF549HLL, ENCFF664OQR, ENCFF781RSJ, ENCFF854OGJ	ENCFF002BES, ENCFF807MUK	ENCSR019JDO	ENCSR660IQS	2015-11-05	2014-07-11	0.0	H3K27ac-human	s3://encode-public/2017/09/19/0a084756-c413-40be-b794-0c781a71257a/ENCFF889ZST.bam	s3://encode-public/2016/11/15/6bace480-52c3-4153-acee-d66a7ad35dfa/ENCFF234AOF.bam	ENCFF889ZST	ENCFF234AOF	hg19	hg19	https://www.encodeproject.org/files/ENCFF889ZST/@@download/ENCFF889ZST.bam	https://www.encodeproject.org/files/ENCFF234AOF/@@download/ENCFF234AOF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	single-ended	22956728593	1933484473	0.0	0.0	0.0	0.0	ff9d5e29cc6e2752af7b5bb301b41b09	2d094271f5ca6ccdd879217f935b9b69	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0005719	EFO:0005719	Karpas-422	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF183MGA, ENCFF229LSI, ENCFF238GLH, ENCFF549HLL, ENCFF838YLF	ENCFF002BES, ENCFF807MUK	ENCSR019JDO	ENCSR660IQS	2015-11-05	2014-07-11	0.0	H3K27ac-human	s3://encode-public/2017/09/19/96fccfd7-9e55-400e-980a-a73c4cc12fd3/ENCFF844SDA.bam	s3://encode-public/2016/11/15/6bace480-52c3-4153-acee-d66a7ad35dfa/ENCFF234AOF.bam	ENCFF844SDA	ENCFF234AOF	hg19	hg19	https://www.encodeproject.org/files/ENCFF844SDA/@@download/ENCFF844SDA.bam	https://www.encodeproject.org/files/ENCFF234AOF/@@download/ENCFF234AOF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	single-ended	11361937362	1933484473	0.0	0.0	0.0	0.0	9e0a37fe30ef9fccde779e7c0fca93e3	2d094271f5ca6ccdd879217f935b9b69	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002080	UBERON:0002080	heart right ventricle	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF002FGF, ENCFF535UWJ, ENCFF549HLL, ENCFF663DGQ, ENCFF670DLJ, ENCFF758COH, ENCFF888HCI	ENCFF004BQX, ENCFF807MUK	ENCSR746RDJ	ENCSR928HSI	2017-10-02	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/09/19/fca86a7f-3708-40f4-9d2d-f3c1e528ac16/ENCFF837KUH.bam	s3://encode-public/2017/05/10/8cf26855-5e2d-403a-8c7e-cb338824f15f/ENCFF708OXG.bam	ENCFF837KUH	ENCFF708OXG	hg19	hg19	https://www.encodeproject.org/files/ENCFF837KUH/@@download/ENCFF837KUH.bam	https://www.encodeproject.org/files/ENCFF708OXG/@@download/ENCFF708OXG.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	paired-ended	single-ended	10916051407	596706168	0.0	0.0	0.0	0.0	cabe7a47b281c2aaf28bc7b2c0758014	31d96d558a370d269d992c705f1739da	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002080	UBERON:0002080	heart right ventricle	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF023NTS, ENCFF032CNY, ENCFF278MXV, ENCFF451JKP, ENCFF549HLL, ENCFF561WTR, ENCFF689CSS, ENCFF832WAW, ENCFF878QTI	ENCFF004BQX, ENCFF807MUK	ENCSR746RDJ	ENCSR928HSI	2017-10-02	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/09/19/f42b54ac-2f5a-4a08-9c0a-d6700d13ecd2/ENCFF429STS.bam	s3://encode-public/2017/05/10/8cf26855-5e2d-403a-8c7e-cb338824f15f/ENCFF708OXG.bam	ENCFF429STS	ENCFF708OXG	hg19	hg19	https://www.encodeproject.org/files/ENCFF429STS/@@download/ENCFF429STS.bam	https://www.encodeproject.org/files/ENCFF708OXG/@@download/ENCFF708OXG.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	paired-ended	single-ended	14540859841	596706168	0.0	0.0	0.0	0.0	822e3ea8ee98b10b3ca70f21aa2b47b4	31d96d558a370d269d992c705f1739da	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0007096	EFO:0007096	iPS DF 19.11	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF022SLX, ENCFF065ZSM, ENCFF222OAD, ENCFF250PHO, ENCFF280LEU, ENCFF355EAK, ENCFF360KSW, ENCFF423BFT, ENCFF468OTK, ENCFF528RQX, ENCFF549HLL, ENCFF582QMQ, ENCFF645WSF, ENCFF699TAL, ENCFF726ORU, ENCFF829LHE, ENCFF854MCP, ENCFF859AWU, ENCFF862UXO, ENCFF932RNN, ENCFF951XGR	ENCFF093XFY, ENCFF539GZC, ENCFF807MUK	ENCSR383SNM	ENCSR505OPZ	2013-07-31	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/09/19/e533c410-4666-40c7-93aa-37a5a70ec9a1/ENCFF793HZT.bam	s3://encode-public/2016/12/19/05dc6925-b639-4c69-a458-e47467c1e8d2/ENCFF493NLJ.bam	ENCFF793HZT	ENCFF493NLJ	hg19	hg19	https://www.encodeproject.org/files/ENCFF793HZT/@@download/ENCFF793HZT.bam	https://www.encodeproject.org/files/ENCFF493NLJ/@@download/ENCFF493NLJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	14359568573	5929246542	0.0	0.0	0.0	0.0	d275c89f58871882ff3f40e7252287d7	0b5fd9d49242b55533248dd1761fa25c	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002847	EFO:0002847	PC-9	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF170FHM, ENCFF547ORE, ENCFF549HLL, ENCFF557TFN, ENCFF718AJP	ENCFF763WUN, ENCFF807MUK	ENCSR940NLN	ENCSR769FOC	2015-08-18	2016-05-06	0.0	H3K27ac-human	s3://encode-public/2017/09/08/2c8544b4-188a-4e43-a25a-35d951081682/ENCFF035WVO.bam	s3://encode-public/2016/11/11/9c1235cb-5e3a-4e30-8364-e5c6f2b18a76/ENCFF766DOH.bam	ENCFF035WVO	ENCFF766DOH	hg19	hg19	https://www.encodeproject.org/files/ENCFF035WVO/@@download/ENCFF035WVO.bam	https://www.encodeproject.org/files/ENCFF766DOH/@@download/ENCFF766DOH.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	single-ended	6754377235	3050021265	0.0	0.0	0.0	0.0	5c28be099bee873cde71f8abbe858dee	0e4584e58ee772572ae7f44f3972a15e	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002847	EFO:0002847	PC-9	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF122TYH, ENCFF188LFA, ENCFF225MJG, ENCFF549HLL, ENCFF588LWB, ENCFF758FOC, ENCFF896TIY	ENCFF763WUN, ENCFF807MUK	ENCSR940NLN	ENCSR769FOC	2015-08-18	2016-05-06	0.0	H3K27ac-human	s3://encode-public/2017/09/08/22f4eed4-afa3-4b05-9139-f33dccdfea90/ENCFF971LXD.bam	s3://encode-public/2016/11/11/9c1235cb-5e3a-4e30-8364-e5c6f2b18a76/ENCFF766DOH.bam	ENCFF971LXD	ENCFF766DOH	hg19	hg19	https://www.encodeproject.org/files/ENCFF971LXD/@@download/ENCFF971LXD.bam	https://www.encodeproject.org/files/ENCFF766DOH/@@download/ENCFF766DOH.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	single-ended	17054371622	3050021265	0.0	0.0	0.0	0.0	165253e74322e87e2ba594978d4af40d	0e4584e58ee772572ae7f44f3972a15e	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0005723	EFO:0005723	GM23248	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF405CPB, ENCFF494CZA, ENCFF521XIS, ENCFF549HLL, ENCFF618XNK, ENCFF673BIU, ENCFF846EWZ	ENCFF807MUK, ENCFF863CCQ	ENCSR217TAW	ENCSR007YOT	2015-06-17	2016-05-03	0.0	H3K27ac-human	s3://encode-public/2017/09/11/2dc59bb5-8376-4b36-ba85-013a883b11bb/ENCFF068QFD.bam	s3://encode-public/2016/11/15/ee28d271-fc70-4835-81de-f6be28c5a42c/ENCFF513ZFJ.bam	ENCFF068QFD	ENCFF513ZFJ	hg19	hg19	https://www.encodeproject.org/files/ENCFF068QFD/@@download/ENCFF068QFD.bam	https://www.encodeproject.org/files/ENCFF513ZFJ/@@download/ENCFF513ZFJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	single-ended	22690888360	1791775512	0.0	0.0	0.0	0.0	a10e782cef97c3ab35fcf7530c730275	bfa648eb1def6b04b70e7c0771cb5dbd	0.0	0.0
